,total_of_www,longest_word_path,phish_hints,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,domain_age,web_traffic,google_index,page_rank
10966,0,7,0,0,0.0,0.0,2102,0,1,0
10967,0,9,0,21,0.19047619,0.80952381,5616,0,1,5
10968,0,26,0,10,0.7,0.3,8348,1,1,10
10969,1,0,0,104,0.884615385,0.115384615,8687,513818,0,4
10970,1,10,0,21,0.80952381,0.19047619,2491,1315290,1,2
10971,0,6,1,0,0.0,0.0,1546,4669,1,2
10972,1,10,0,14,0.7142857140000001,0.285714286,3814,0,1,3
10973,0,8,0,10,0.3,0.7,4478,188429,1,2
10974,1,4,0,115,0.939130435,0.060869565,5046,379,0,5
10975,1,8,0,2,1.0,0.0,78,0,0,0
10976,1,0,0,8,0.125,0.875,2160,2282602,0,1
10977,0,5,0,19,0.947368421,0.052631579,1884,0,1,0
10978,0,3,0,0,0.0,0.0,7533,0,0,5
10979,0,10,0,492,0.969512195,0.030487805,9803,72,0,8
10980,1,0,0,12,0.833333333,0.166666667,2406,297796,0,4
10981,1,7,0,335,0.937313433,0.062686567,5826,361265,0,5
10982,1,0,0,242,0.966942149,0.033057851,8576,1715731,0,5
10983,0,0,0,221,0.864253394,0.135746606,1677,220624,0,4
10984,0,9,1,20,1.0,0.0,5670,885,1,6
10985,1,0,0,188,0.60106383,0.39893617,8735,289055,0,5
10986,1,7,0,81,0.851851852,0.148148148,5309,111086,0,4
10987,1,0,0,247,0.704453441,0.295546559,2018,172451,0,5
10988,0,37,0,176,0.8636363640000001,0.1363636359999999,6256,689,0,6
10989,0,26,1,10,0.0,1.0,8348,1,1,10
10990,0,0,1,23,0.739130435,0.260869565,717,0,0,3
10991,0,1,0,72,0.75,0.25,5161,0,0,8
10992,1,0,0,72,1.0,0.0,3219,1217415,0,3
10993,1,3,0,143,0.93006993,0.06993007,4655,8191,0,6
10994,0,15,1,3,0.666666667,0.333333333,1407,0,1,0
10995,1,0,0,184,0.375,0.625,3208,16692,0,5
10996,0,0,0,127,0.590551181,0.409448819,723,0,0,0
10997,0,0,0,6,0.0,1.0,7412,1561104,1,2
10998,0,4,0,50,0.12,0.88,5440,0,1,2
10999,1,0,0,56,0.857142857,0.142857143,1548,0,0,2
11000,1,10,2,80,0.975,0.025,395,0,1,0
11001,0,9,0,95,0.221052632,0.778947368,2496,408088,1,4
11002,1,8,0,130,0.784615385,0.215384615,6245,10830,0,5
11003,1,12,0,173,0.8381502890000001,0.161849711,5735,8972,0,6
11004,1,16,0,0,0.0,0.0,9346,104142,1,4
11005,0,9,2,21,0.19047619,0.80952381,5616,0,1,5
11006,1,0,0,1704,0.990610329,0.009389671,4626,674594,0,4
11007,0,0,0,20,0.0,1.0,6382,0,1,3
11008,1,12,0,0,0.0,0.0,8583,274168,1,4
11009,0,6,0,221,0.674208145,0.325791855,6340,293,0,5
11010,1,11,0,24,1.0,0.0,7530,23288,1,4
11011,1,0,0,26,1.0,0.0,2139,2715,0,4
11012,0,9,1,155,0.941935484,0.058064516,3140,0,1,3
11013,0,18,0,23,0.565217391,0.434782609,4326,214323,1,3
11014,0,7,2,21,0.19047619,0.80952381,5615,0,1,5
11015,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11016,0,10,1,127,0.905511811,0.094488189,8347,1,1,10
11017,1,0,0,175,0.617142857,0.382857143,2383,0,0,2
11018,1,10,0,121,0.652892562,0.347107438,4352,10826,0,5
11019,0,8,0,0,0.0,0.0,2314,0,1,0
11020,0,11,0,80,0.375,0.625,4567,372555,0,3
11021,1,0,0,0,0.0,0.0,86,0,1,0
11022,0,4,0,21,0.19047619,0.80952381,5626,0,1,5
11023,1,5,0,105,0.952380952,0.047619048,6567,12233,0,4
11024,0,6,3,0,0.0,0.0,3220,0,1,1
11025,0,8,0,227,0.911894273,0.088105727,7133,12,0,7
11026,0,9,0,0,0.0,0.0,7445,381,1,8
11027,0,9,0,4,0.75,0.25,1,9657236,0,0
11028,1,15,0,0,0.0,0.0,7323,3927593,1,4
11029,0,0,0,4,1.0,0.0,683,0,1,0
11030,0,0,0,14,1.0,0.0,5,0,1,0
11031,1,10,0,0,0.0,0.0,4417,7639347,0,3
11032,0,0,0,23,1.0,0.0,808,0,1,2
11033,0,10,0,118,0.652542373,0.347457627,4057,98,0,5
11034,0,10,0,38,0.578947368,0.421052632,1953,4365,1,3
11035,0,7,0,1,1.0,0.0,5941,0,1,0
11036,0,12,0,656,0.964939024,0.035060976,8348,1,0,10
11037,0,9,2,588,0.969387755,0.030612245,7938,0,1,2
11038,1,6,0,103,0.932038835,0.067961165,5858,0,1,0
11039,0,9,1,32,0.1875,0.8125,5442,0,1,2
11040,0,17,0,21,0.19047619,0.80952381,5627,0,1,5
11041,0,0,0,120,0.9,0.1,3790,679696,0,3
11042,1,8,0,148,0.506756757,0.493243243,9882,630,0,6
11043,0,0,0,0,0.0,0.0,1057,0,0,0
11044,1,0,0,47,0.914893617,0.085106383,3958,100148,0,4
11045,1,8,0,283,0.8975265020000001,0.102473498,2320,35081,0,5
11046,1,0,0,71,1.0,0.0,2653,0,0,0
11047,1,9,0,189,0.973544974,0.026455026,6326,272248,0,4
11048,1,0,0,1905,0.961154856,0.038845144,4541,461428,0,3
11049,1,7,0,266,0.879699248,0.120300752,9281,125,1,7
11050,1,0,0,28,0.6785714290000001,0.321428571,4875,33632,0,4
11051,1,9,0,142,0.929577465,0.070422535,5350,55182,0,4
11052,1,7,0,193,0.8341968909999999,0.165803109,6250,11380,1,6
11053,0,22,0,216,0.87037037,0.12962963,6259,682,0,6
11054,1,0,0,76,0.907894737,0.092105263,4771,144969,0,3
11055,1,0,0,159,0.849056604,0.150943396,6044,0,0,4
11056,0,11,2,0,0.0,0.0,12710,2998,0,6
11057,0,0,0,484,0.979338843,0.020661157,8596,572944,0,2
11058,1,8,1,95,0.473684211,0.526315789,5132,1310,0,7
11059,0,10,0,190,0.6421052629999999,0.357894737,6598,1449,0,7
11060,1,8,5,0,0.0,0.0,4193,0,1,2
11061,0,20,0,8,1.0,0.0,1337,20989,1,6
11062,1,10,0,151,0.397350993,0.602649007,6902,12299,0,4
11063,0,0,0,206,0.985436893,0.014563107,3301,1027627,0,2
11064,1,15,3,4,1.0,0.0,2618,0,1,0
11065,0,0,0,104,0.875,0.125,5158,6676220,0,8
11066,0,0,0,0,0.0,0.0,4300,0,0,2
11067,1,10,0,109,0.95412844,0.04587156,5525,23046,0,4
11068,1,11,0,13,0.846153846,0.153846154,8763,8308,1,5
11069,0,7,0,0,0.0,0.0,7450,388,0,8
11070,1,14,0,71,0.8028169009999999,0.197183099,7805,6256,1,4
11071,0,15,0,51,1.0,0.0,3992,5697976,1,0
11072,0,10,0,19,0.526315789,0.473684211,3298,1074963,0,5
11073,1,11,0,101,0.940594059,0.059405941,7996,26817,1,5
11074,1,0,0,56,0.857142857,0.142857143,8002,2985090,0,2
11075,0,9,0,38,0.947368421,0.052631579,2095,565103,1,4
11076,1,0,0,34,0.588235294,0.411764706,3333,188793,0,4
11077,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11078,1,0,0,34,0.764705882,0.235294118,3795,666437,0,5
11079,0,0,0,768,0.9296875,0.0703125,7298,236183,0,5
11080,0,4,0,38,0.210526316,0.7894736840000001,7295,0,1,5
11081,0,0,0,0,0.0,0.0,388,0,1,0
11082,0,23,1,30,0.333333333,0.666666667,8347,1,1,10
11083,1,13,0,53,0.490566038,0.509433962,5637,2,0,10
11084,0,10,0,23,1.0,0.0,604,0,0,0
11085,1,8,0,129,0.914728682,0.085271318,12126,1001,0,7
11086,1,0,0,7,0.857142857,0.142857143,2567,0,0,0
11087,0,0,0,31,0.225806452,0.774193548,1546,4639,1,2
11088,1,7,0,62,1.0,0.0,5892,35,1,10
11089,0,24,0,6,0.0,1.0,1116,0,0,0
11090,1,9,0,93,0.462365591,0.537634409,7077,0,0,2
11091,0,38,1,466,0.995708155,0.004291845,4775,112056,0,5
11092,1,16,0,106,0.933962264,0.066037736,7668,301,0,6
11093,1,3,0,284,0.86971831,0.13028169,2649,468198,0,4
11094,0,0,0,42,1.0,0.0,8510,0,0,1
11095,0,0,0,12,0.0,1.0,7446,3690514,1,0
11096,1,23,0,0,0.0,0.0,6679,37803,0,5
11097,0,0,0,6,0.0,1.0,7412,1561104,1,2
11098,1,0,0,206,0.970873786,0.029126214,7011,907586,0,4
11099,0,0,0,23,1.0,0.0,804,0,1,2
11100,1,12,0,211,0.620853081,0.379146919,6669,6843,1,5
11101,0,16,0,29,0.551724138,0.448275862,7724,654,1,5
11102,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11103,1,5,0,230,0.773913043,0.226086957,7810,29611,0,4
11104,1,9,1,154,0.5324675320000001,0.467532468,7626,52273,0,5
11105,1,0,0,147,0.904761905,0.095238095,7393,431555,0,4
11106,0,10,0,3148,0.986340534,0.013659466,7133,12,0,7
11107,0,7,0,23,0.913043478,0.086956522,2867,12155,0,4
11108,1,15,0,55,0.563636364,0.436363636,8518,8,0,10
11109,0,34,0,7,0.0,1.0,8018,0,1,4
11110,0,10,0,270,0.7888888890000001,0.211111111,10677,23,1,8
11111,1,0,0,0,0.0,0.0,727,0,0,4
11112,1,0,0,82,0.951219512,0.048780488,2054,288962,0,3
11113,0,7,1,91,0.901098901,0.098901099,8348,7421,1,5
11114,1,0,0,88,0.397727273,0.602272727,3395,1036970,0,4
11115,0,0,0,180,0.95,0.05,4320,246860,0,4
11116,0,11,2,4,1.0,0.0,2455,0,1,0
11117,1,0,0,56,0.6785714290000001,0.321428571,4472,0,0,2
11118,0,8,0,0,0.0,0.0,2314,0,1,0
11119,1,20,0,53,0.622641509,0.377358491,8520,8,0,10
11120,0,0,0,14,0.071428571,0.928571429,7295,10294744,1,5
11121,0,0,0,45,1.0,0.0,1658,0,1,0
11122,1,0,0,39,0.692307692,0.307692308,1129,2209139,0,4
11123,1,0,0,55,0.7818181820000001,0.218181818,7676,5849,0,4
11124,0,5,0,34,0.8235294120000001,0.176470588,1071,0,1,1
11125,1,8,0,17,0.0,1.0,7419,285,1,7
11126,1,8,1,136,0.044117647,0.955882353,4456,0,1,1
11127,1,6,0,1,1.0,0.0,3133,413788,1,4
11128,1,8,0,66,0.848484848,0.151515152,8829,2635,0,6
11129,1,7,0,208,0.995192308,0.004807692,7584,974,0,5
11130,0,19,0,26,0.115384615,0.884615385,8019,0,1,4
11131,0,9,4,17,0.294117647,0.705882353,2802,0,1,2
11132,0,0,0,87,0.954022989,0.045977011,4956,168708,0,2
11133,0,0,0,16,0.8125,0.1875,5161,0,0,8
11134,1,0,0,20,0.65,0.35,8886,160130,0,5
11135,1,7,0,109,0.798165138,0.201834862,7466,167663,0,4
11136,1,9,0,165,0.593939394,0.406060606,8900,108560,0,5
11137,1,7,0,94,0.936170213,0.063829787,4487,2870,0,5
11138,1,0,0,83,0.144578313,0.855421687,2012,1107250,0,4
11139,1,18,0,63,0.6984126979999999,0.301587302,5051,283,0,7
11140,1,0,0,22,0.772727273,0.227272727,3701,116833,0,1
11141,0,8,0,6,0.5,0.5,8922,309153,1,3
11142,1,7,0,169,0.633136095,0.366863905,8144,12364,0,6
11143,1,10,0,0,0.0,0.0,6166,1026621,0,4
11144,1,12,0,67,0.626865672,0.373134328,8571,22056,0,5
11145,1,0,0,8,0.5,0.5,2936,758604,0,3
11146,0,0,0,103,0.932038835,0.067961165,5892,1609117,1,2
11147,0,7,2,21,0.19047619,0.80952381,5615,0,1,5
11148,1,9,0,19,0.894736842,0.105263158,4326,122153,0,3
11149,1,10,0,124,0.903225806,0.096774194,10524,673,1,6
11150,1,200,3,9,1.0,0.0,31,0,1,0
11151,1,5,0,29,1.0,0.0,3910,0,1,1
11152,1,6,0,191,0.497382199,0.502617801,6218,337,0,6
11153,1,12,0,200,0.925,0.075,6053,14268,1,6
11154,0,10,3,32,0.40625,0.59375,760,0,1,0
11155,0,0,0,346,0.98265896,0.01734104,5461,1435312,0,3
11156,1,0,0,29,0.793103448,0.206896552,1720,1257570,0,2
11157,0,5,1,22,0.181818182,0.818181818,5626,0,1,5
11158,1,0,0,28,0.25,0.75,1588,1905203,0,2
11159,0,3,0,8,1.0,0.0,1338,22211,1,6
11160,1,7,0,13,0.923076923,0.076923077,96,0,1,0
11161,0,0,0,1,0.0,1.0,7087,18105,1,3
11162,1,25,1,1,1.0,0.0,8348,1,0,10
11163,1,0,0,106,0.849056604,0.150943396,6875,0,0,2
11164,1,4,0,35,0.6,0.4,5129,743224,1,1
11165,0,15,5,36,0.388888889,0.611111111,2500,0,1,2
11166,0,4,0,83,0.469879518,0.5301204820000001,5612,0,1,5
11167,0,0,0,27,1.0,0.0,7,0,1,0
11168,1,0,0,309,0.954692557,0.045307443,7068,2788969,0,4
11169,0,6,0,732,0.897540984,0.102459016,7158,2294,0,3
11170,1,14,0,51,0.666666667,0.333333333,2305,541454,1,4
11171,0,0,0,596,0.652684564,0.347315436,7682,0,0,2
11172,0,4,0,21,0.19047619,0.80952381,5627,0,1,5
11173,1,10,2,132,1.0,0.0,1706,4830221,1,2
11174,0,6,0,10,0.6,0.4,62,0,1,0
11175,0,7,0,28,1.0,0.0,2881,5754,1,4
11176,0,10,4,0,0.0,0.0,2381,0,1,2
11177,0,0,0,103,0.932038835,0.067961165,7128,8386524,1,1
11178,1,0,0,71,0.929577465,0.070422535,6318,0,0,4
11179,1,7,1,320,1.0,0.0,6196,84671,0,5
11180,1,10,0,107,0.7570093459999999,0.242990654,7521,10660,0,5
11181,1,6,1,95,0.8736842109999999,0.126315789,4341,0,1,2
11182,0,44,0,32,0.59375,0.40625,254,0,0,0
11183,0,17,0,51,1.0,0.0,3992,5697976,1,0
11184,1,0,0,18,0.222222222,0.7777777779999999,1724,0,0,0
11185,1,10,0,106,0.981132075,0.018867925,8973,10626,1,5
11186,1,0,0,219,0.374429224,0.625570776,7936,47133,0,5
11187,0,5,0,1,0.0,1.0,2197,0,1,0
11188,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11189,1,6,0,95,0.894736842,0.105263158,7681,295329,0,3
11190,1,5,0,242,0.830578512,0.169421488,9161,960,1,6
11191,1,7,0,0,0.0,0.0,9379,4068,1,5
11192,0,12,2,4,1.0,0.0,3116,0,1,1
11193,1,11,2,15,0.133333333,0.8666666670000001,2295,0,1,0
11194,1,21,0,4,1.0,0.0,913,0,1,2
11195,1,7,0,305,0.91147541,0.08852459,6631,1083895,0,2
11196,0,6,1,32,1.0,0.0,2675,0,0,0
11197,0,0,0,115,0.965217391,0.034782609,2,0,1,0
11198,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11199,1,7,0,152,0.8815789470000001,0.118421053,4800,134,0,6
11200,0,28,0,26,0.115384615,0.884615385,8019,0,1,4
11201,0,5,1,19,0.894736842,0.105263158,232,0,1,0
11202,1,9,0,370,0.921621622,0.078378378,6256,688,0,6
11203,0,1,0,0,0.0,0.0,5158,0,1,8
11204,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11205,1,10,0,61,0.8688524590000001,0.131147541,3747,774723,1,4
11206,0,0,0,14,0.857142857,0.142857143,5160,0,0,8
11207,0,12,2,185,0.054054054,0.945945946,495,0,1,2
11208,1,0,0,58,0.172413793,0.8275862070000001,7603,907,0,4
11209,1,6,0,4,1.0,0.0,13,0,1,0
11210,0,19,1,10,0.0,1.0,8348,1,1,10
11211,0,22,0,10,0.0,1.0,8348,1,1,10
11212,0,0,0,13,0.692307692,0.307692308,1350,19778,1,6
11213,0,5,0,10,0.9,0.1,6802,1577923,1,2
11214,1,8,0,13,1.0,0.0,4670,0,0,4
11215,1,7,0,83,0.21686747,0.78313253,7914,2450,0,6
11216,1,0,0,247,0.344129555,0.655870445,7424,29440,0,3
11217,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11218,1,13,0,6,0.833333333,0.166666667,7501,628638,0,5
11219,1,7,2,0,0.0,0.0,6006,0,1,2
11220,0,7,1,0,0.0,0.0,1561,0,0,0
11221,0,7,1,19,0.894736842,0.105263158,4058,0,1,3
11222,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
11223,1,17,1,17,0.294117647,0.705882353,9896,180,0,8
11224,0,301,6,90,0.7888888890000001,0.211111111,187,0,1,0
11225,1,5,1,103,0.932038835,0.067961165,7050,1222496,1,2
11226,1,2,0,52,0.673076923,0.326923077,5901,58597,0,4
11227,1,7,0,91,0.791208791,0.208791209,6622,181216,1,4
11228,0,0,0,306,0.879084967,0.120915033,7298,0,0,5
11229,1,0,0,379,0.98944591,0.01055409,2544,2369609,0,3
11230,1,8,0,84,1.0,0.0,7939,33059,0,5
11231,0,17,2,0,0.0,0.0,1709,0,1,2
11232,1,0,0,9,1.0,0.0,867,0,0,0
11233,1,0,0,17,0.470588235,0.529411765,4169,79428,0,6
11234,0,33,1,25,0.44,0.56,8347,1,1,10
11235,1,0,0,173,0.826589595,0.173410405,2901,324756,0,5
11236,1,0,0,105,0.876190476,0.123809524,7048,576752,0,4
11237,0,0,0,22,0.318181818,0.681818182,2835,0,1,2
11238,0,8,0,628,0.8073248409999999,0.192675159,6340,293,0,5
11239,1,13,3,8,1.0,0.0,5804,0,1,2
11240,1,0,0,21,0.6190476189999999,0.380952381,7081,311717,0,4
11241,0,13,0,7,1.0,0.0,9129,15733,0,5
11242,0,0,0,122,0.950819672,0.049180328,4329,158136,0,4
11243,0,24,0,7,0.0,1.0,8018,0,1,4
11244,0,0,0,0,0.0,0.0,2837,0,1,2
11245,0,32,0,12,0.916666667,0.083333333,2996,4189860,1,2
11246,1,8,1,73,0.410958904,0.589041096,916,0,1,0
11247,0,6,1,4,1.0,0.0,3094,408089,0,4
11248,1,0,0,202,0.6237623760000001,0.376237624,4991,239038,0,6
11249,0,10,0,64,0.875,0.125,10674,23,0,8
11250,0,10,0,99,0.505050505,0.494949495,5349,10753,0,5
11251,1,0,0,8,0.875,0.125,1170,0,1,0
11252,1,8,0,242,0.962809917,0.037190083,9074,15117,0,5
11253,1,8,0,189,0.904761905,0.095238095,7351,22839,0,5
11254,0,0,0,31,0.0,1.0,5445,6496,0,5
11255,1,0,0,14,0.0,1.0,5029,2839278,0,3
11256,1,0,0,147,0.918367347,0.081632653,6962,211607,0,5
11257,0,8,1,0,0.0,0.0,4182,9974,1,5
11258,1,0,0,83,0.8313253009999999,0.1686746989999999,9163,210636,0,5
11259,1,10,2,1,1.0,0.0,919,0,1,0
11260,1,8,0,66,0.848484848,0.151515152,8833,2717,0,6
11261,0,10,0,140,0.664285714,0.335714286,7619,2192,0,5
11262,0,7,1,13,0.076923077,0.923076923,5056,0,0,1
11263,1,12,0,14,0.7857142859999999,0.214285714,4564,7504096,1,4
11264,0,6,0,151,0.443708609,0.556291391,496,493686,1,0
11265,1,0,0,95,0.8,0.2,6964,318509,0,4
11266,0,15,2,5,1.0,0.0,2660,0,1,4
11267,1,13,0,78,0.512820513,0.487179487,7292,1008,0,6
11268,1,0,0,186,0.983870968,0.0161290319999999,4460,0,0,2
11269,0,0,0,12,0.0,1.0,7253,943419,1,1
11270,0,5,0,37,1.0,0.0,519,0,1,0
11271,0,8,2,40,0.125,0.875,3534,0,1,1
11272,1,9,0,0,0.0,0.0,6391,0,1,2
11273,0,0,0,25,0.96,0.04,1112,2209849,0,3
11274,1,8,2,95,0.4315789470000001,0.568421053,5136,1300,0,7
11275,1,10,1,17,1.0,0.0,8030,6256,0,5
11276,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11277,0,4,0,83,0.469879518,0.5301204820000001,5613,0,1,5
11278,0,47,0,7,0.857142857,0.142857143,5,0,1,0
11279,1,7,0,200,0.955,0.045,8833,6042,0,5
11280,1,0,0,58,0.7241379309999999,0.275862069,3851,328255,0,4
11281,1,5,0,44,0.659090909,0.340909091,3164,1323816,0,4
11282,0,0,0,27,1.0,0.0,4,0,1,0
11283,0,5,1,103,0.932038835,0.067961165,7189,490968,1,2
11284,0,17,0,51,1.0,0.0,3993,5707171,1,0
11285,1,0,0,51,0.960784314,0.039215686,269,0,1,2
11286,0,17,0,181,0.906077348,0.093922652,6255,688,0,6
11287,0,13,4,6,0.333333333,0.666666667,4609,0,1,3
11288,0,13,0,0,0.0,0.0,580,0,1,0
11289,0,0,0,21,0.047619048,0.952380952,7297,0,0,5
11290,1,0,0,186,0.956989247,0.043010753,3987,834691,0,2
11291,0,10,0,163,0.791411043,0.208588957,8121,6950,0,6
11292,0,0,0,52,1.0,0.0,4050,0,0,1
11293,1,8,0,136,0.389705882,0.610294118,7480,628,0,7
11294,0,10,0,91,0.571428571,0.428571429,7615,2188,0,5
11295,1,0,0,115,0.8956521740000001,0.104347826,4544,976135,0,5
11296,0,5,0,0,0.0,0.0,2072,1453088,1,4
11297,0,10,2,4,1.0,0.0,1570,5697557,1,1
11298,0,0,0,0,0.0,0.0,164,0,1,0
11299,0,13,0,4,1.0,0.0,1834,0,1,0
11300,0,7,0,44,0.75,0.25,1077,2739155,0,2
11301,1,0,0,7,1.0,0.0,3252,659809,0,4
11302,0,10,0,35,0.914285714,0.085714286,10678,23,1,8
11303,1,12,0,252,0.900793651,0.099206349,5442,8797,0,5
11304,1,32,3,88,0.897727273,0.102272727,2047,0,1,0
11305,1,9,0,116,0.112068966,0.8879310340000001,9120,4277015,0,5
11306,0,8,2,0,0.0,0.0,1220,0,1,2
11307,1,7,1,501,0.946107784,0.053892216,9226,771,1,6
11308,1,8,0,41,0.926829268,0.073170732,7069,77644,0,5
11309,1,0,0,62,0.919354839,0.0806451609999999,4827,0,0,1
11310,0,6,0,0,0.0,0.0,1111,0,1,0
11311,1,0,0,23,0.52173913,0.47826087,523,8721545,0,3
11312,0,7,1,11,1.0,0.0,1015,0,1,0
11313,0,11,0,37,0.567567568,0.432432432,1756,0,0,2
11314,1,13,4,6,0.333333333,0.666666667,4621,0,1,3
11315,1,0,0,72,0.930555556,0.069444444,2705,211021,0,2
11316,0,8,0,13,0.846153846,0.153846154,431,8509505,1,0
11317,1,6,0,156,0.993589744,0.006410256,6076,0,1,2
11318,1,0,0,100,0.36,0.64,8350,1312,0,6
11319,1,15,3,4,1.0,0.0,2618,0,1,0
11320,0,4,0,831,0.91456077,0.08543923,7131,12,0,7
11321,1,1,0,0,0.0,0.0,2307,0,1,0
11322,1,5,0,198,0.929292929,0.070707071,5885,183,0,6
11323,1,9,0,17,0.0,1.0,7421,286,0,7
11324,1,0,1,0,0.0,0.0,7,0,1,0
11325,1,0,0,92,0.836956522,0.163043478,3737,50580,0,5
11326,1,0,0,1,1.0,0.0,2529,0,0,2
11327,0,0,0,61,0.540983607,0.459016393,7298,5498369,0,5
11328,1,0,0,373,0.857908847,0.142091153,7501,408392,0,3
11329,0,9,0,44,0.795454545,0.204545455,1400,0,1,0
11330,1,0,0,213,0.948356808,0.051643192,5637,511701,0,5
11331,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11332,0,14,0,21,0.19047619,0.80952381,5627,0,1,5
11333,0,11,0,1,0.0,1.0,7083,17964,1,3
11334,1,11,0,14,0.5,0.5,3029,2349295,0,4
11335,1,0,0,283,0.830388693,0.169611307,3303,2894528,0,2
11336,1,0,0,28,0.75,0.25,2598,0,0,4
11337,0,8,4,12,1.0,0.0,1857,0,1,0
11338,0,4,0,9,0.8888888890000001,0.111111111,2188,15984,1,5
11339,1,0,0,102,0.892156863,0.107843137,5351,8732354,0,3
11340,0,13,0,13,1.0,0.0,3828,0,1,2
11341,0,6,0,66,0.8939393940000001,0.106060606,7156,2250,1,3
11342,0,10,0,166,0.789156627,0.210843373,6340,291,1,5
11343,0,10,0,85,0.635294118,0.364705882,7616,2190,0,5
11344,0,7,1,7,0.857142857,0.142857143,91,0,1,3
11345,0,0,0,64,0.15625,0.84375,37,0,1,0
11346,0,13,0,1,0.0,1.0,8348,1,1,10
11347,1,16,0,0,0.0,0.0,6426,1886126,0,5
11348,0,32,3,59,1.0,0.0,244,0,1,0
11349,0,7,0,121,0.743801653,0.256198347,7351,152882,0,3
11350,1,22,0,0,0.0,0.0,8391,0,0,3
11351,1,7,1,83,0.987951807,0.012048193,1819,0,1,0
11352,0,4,0,83,0.469879518,0.5301204820000001,5616,0,1,5
11353,0,0,0,29,0.206896552,0.793103448,7297,613996,0,5
11354,0,0,0,0,0.0,0.0,5614,0,1,5
11355,1,6,0,0,0.0,0.0,5568,104444,1,3
11356,1,0,0,754,0.957559682,0.042440318,6112,157596,0,5
11357,1,0,0,19,0.894736842,0.105263158,7106,0,0,3
11358,1,6,0,78,0.91025641,0.08974359,6490,4053232,0,3
11359,0,0,0,67,0.089552239,0.910447761,7299,0,0,5
11360,1,0,0,308,0.896103896,0.103896104,6140,1177815,0,3
11361,0,18,0,7,0.0,1.0,8019,0,1,4
11362,1,10,0,5,0.8,0.2,6889,0,1,3
11363,1,0,0,121,0.909090909,0.090909091,2651,386861,0,4
11364,0,0,0,292,0.712328767,0.287671233,1844,6577026,1,0
11365,1,9,1,64,0.90625,0.09375,4428,1059659,0,4
11366,0,17,0,0,0.0,0.0,2046,0,0,2
11367,1,13,0,150,0.94,0.06,12123,1006,0,7
11368,1,11,0,114,0.859649123,0.140350877,4288,218205,1,5
11369,0,10,1,50,0.32,0.68,7471,0,1,2
11370,1,9,0,146,0.356164384,0.643835616,8516,8,0,10
11371,0,6,0,116,0.879310345,0.120689655,6606,899,1,5
11372,1,0,0,61,0.68852459,0.31147541,4161,405645,0,4
11373,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
11374,1,5,0,475,0.978947368,0.021052632,7906,9378,0,6
11375,0,15,2,1,1.0,0.0,3157,0,1,1
11376,1,10,0,31,0.709677419,0.290322581,5911,86615,0,5
11377,0,17,3,0,0.0,0.0,328,0,1,0
11378,0,0,0,27,1.0,0.0,5,0,1,0
11379,0,6,0,0,0.0,0.0,7192,0,1,2
11380,1,11,0,52,0.557692308,0.442307692,5635,2,0,10
11381,1,0,0,19,0.210526316,0.7894736840000001,1967,7158525,0,2
11382,0,7,0,428,0.352803738,0.647196262,284,0,1,0
11383,0,0,0,334,0.874251497,0.125748503,10048,31916,0,5
11384,0,9,0,6,0.333333333,0.666666667,1335,0,1,0
11385,0,0,0,44,0.045454545,0.954545455,7299,0,0,5
11386,0,5,1,0,0.0,0.0,3791,279260,1,3
11387,0,20,0,4,0.25,0.75,1967,4657,1,3
11388,1,6,0,171,0.6315789470000001,0.368421053,8145,12364,0,6
11389,0,5,0,0,0.0,0.0,3340,0,1,2
11390,0,0,0,1,1.0,0.0,134,0,1,0
11391,0,6,0,741,0.950067476,0.049932524,7130,12,0,7
11392,0,0,0,0,0.0,0.0,5157,0,1,8
11393,0,9,0,321,0.744548287,0.255451713,7119,32633,1,4
11394,1,0,0,50,0.68,0.32,7421,728979,0,3
11395,1,11,0,5,0.4,0.6,5160,114,1,8
11396,1,6,0,43,0.837209302,0.162790698,9396,6879,1,6
11397,0,6,0,2,0.5,0.5,606,1172123,0,2
11398,1,0,0,75,0.8,0.2,7092,0,0,4
11399,0,32,0,18,0.833333333,0.166666667,5990,187079,1,4
11400,0,13,0,13,1.0,0.0,3815,0,1,2
11401,1,3,0,0,0.0,0.0,199,0,1,2
11402,0,0,0,183,0.409836066,0.590163934,7298,1382862,0,5
11403,0,9,1,23,1.0,0.0,3072,0,1,0
11404,1,0,0,164,0.853658537,0.146341463,5731,10466422,0,3
11405,0,5,2,0,0.0,0.0,4175,0,1,0
11406,1,7,0,229,0.938864629,0.061135371,7027,15325,0,7
11407,0,7,0,378,0.936507937,0.063492063,7130,12,0,7
11408,0,7,2,22,0.545454545,0.454545455,2300,0,1,2
11409,1,7,0,14,0.7857142859999999,0.214285714,4565,7521365,1,4
11410,0,32,3,123,0.073170732,0.926829268,2048,0,1,0
